ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Income_Binned,Cluster_DBSCAN,PCA_Cluster_DBSCAN,Cluster_KMeans,MntTotal
4939,1946,2,5,37760.0,0,0,2012-08-31,20,84.0,5,38,12,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,13
6565,1949,3,3,76995.0,0,1,2013-03-28,91,1012.0,80,498,0,16,24,2,11,4,9,5,0,0,0,1,0,0,3,11,0,1,-1,0,1,26
2278,1985,2,4,33812.0,1,0,2012-11-03,86,4.0,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
9360,1982,2,3,37040.0,0,0,2012-08-08,41,86.0,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
5376,1979,2,3,2447.0,1,0,2013-01-06,42,1.0,1,67,1,1,1,2,0,2,0,1,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
1993,1949,4,3,58607.0,0,1,2012-12-23,63,867.0,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,1,-1,0,1,17
4047,1954,4,3,65324.0,0,1,2014-01-11,0,384.0,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
1409,1951,2,5,40689.0,0,1,2013-03-18,69,270.0,3,27,39,6,99,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
7892,1969,2,4,18589.0,0,0,2013-01-02,89,6.0,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
2404,1976,2,3,53359.0,1,1,2013-05-27,4,173.0,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,14
5255,1986,2,4,52247.25135379061,1,0,2013-02-20,19,5.0,1,3,3,8,24,0,4,0,0,1,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
9422,1989,2,3,38360.0,1,0,2013-05-31,26,36.0,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
1966,1965,4,3,84618.0,0,0,2013-11-22,96,684.0,8,67,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1,-1,0,1,26
6864,1989,3,2,10979.0,0,0,2014-05-22,34,8.0,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
3033,1963,3,5,38620.0,0,0,2013-05-11,56,112.0,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,11
5710,1970,2,5,40548.0,0,1,2012-10-10,31,110.0,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,1,-1,0,0,9
7373,1952,4,2,46610.0,0,2,2012-10-29,8,96.0,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,1,-1,0,0,17
8755,1946,3,3,68657.0,0,0,2013-02-20,4,482.0,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
10738,1951,3,4,49389.0,1,1,2013-08-29,55,40.0,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
4339,1970,4,3,67353.0,0,1,2013-12-31,37,702.0,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,28
10755,1976,2,3,23718.0,1,0,2013-09-02,76,6.0,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
8595,1973,2,6,42429.0,0,1,2014-02-11,99,55.0,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
2968,1943,4,2,48948.0,0,0,2013-02-01,53,437.0,8,206,12,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,1,-1,0,1,24
8601,1980,2,3,80011.0,0,1,2013-04-29,3,421.0,76,536,82,8,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
503,1985,3,3,20559.0,1,0,2013-03-12,88,13.0,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
8430,1957,2,5,21994.0,0,1,2012-12-24,4,9.0,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
7281,1959,4,4,52247.25135379061,0,0,2013-11-05,80,81.0,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
2139,1975,3,3,7500.0,1,0,2013-10-02,19,3.0,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
1371,1976,2,4,79941.0,0,0,2014-06-28,72,123.0,8,266,12,30,24,1,2,4,9,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
9909,1996,2,3,7500.0,0,0,2012-11-09,24,3.0,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,1,-1,0,0,10
7286,1968,2,5,41728.0,1,0,2013-05-24,92,13.0,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
7244,1951,2,4,52247.25135379061,2,1,2014-01-01,96,48.0,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
6566,1954,4,3,72550.0,1,1,2012-11-08,39,826.0,50,317,50,38,38,2,5,2,12,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
8614,1957,2,6,65486.0,0,1,2014-05-12,29,245.0,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,17
4114,1964,3,3,79143.0,0,0,2012-08-11,2,650.0,37,67,27,8,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,29
1331,1977,2,4,35790.0,1,0,2013-01-02,54,12.0,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
2225,1977,2,2,82582.0,0,0,2014-06-07,54,510.0,8,550,12,40,24,1,4,9,7,1,1,0,0,1,0,0,3,11,1,1,-1,0,1,21
9381,1978,2,3,66373.0,1,1,2013-06-12,57,328.0,9,124,12,24,109,2,4,2,10,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
6260,1955,3,5,82384.0,0,0,2012-11-19,55,984.0,51,432,12,8,24,1,3,10,13,1,0,0,1,0,0,0,3,11,1,1,-1,0,1,27
10383,1966,2,2,70287.0,0,0,2013-04-02,30,295.0,35,482,12,8,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,1,-1,0,1,21
7437,1988,2,4,27938.0,1,0,2014-04-28,31,13.0,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
8557,1982,2,4,52247.25135379061,1,0,2013-06-17,57,11.0,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
8375,1968,4,3,55954.0,0,1,2014-03-03,63,447.0,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,19
6853,1982,3,4,75777.0,0,0,2013-07-04,12,712.0,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,1,-1,0,1,21
3076,1975,2,5,66653.0,1,1,2012-09-07,18,452.0,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
1012,1952,2,4,61823.0,0,1,2013-02-18,26,523.0,7,134,37,14,24,4,8,2,10,7,0,0,0,0,0,0,3,11,0,1,-1,0,1,24
6518,1951,4,6,67680.0,0,1,2013-06-11,8,546.0,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
4137,1948,2,5,70666.0,0,0,2013-12-06,29,398.0,40,367,119,8,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
8082,1971,2,3,25721.0,1,0,2013-05-21,75,1.0,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,1,-1,0,0,5
1386,1967,2,5,32474.0,1,1,2014-05-11,0,10.0,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
9369,1979,2,4,88194.0,0,1,2014-03-19,19,688.0,14,309,12,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,1,-1,0,1,32
4477,1958,2,5,69096.0,0,1,2013-09-27,4,247.0,49,159,7,8,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
1357,1970,2,5,74854.0,1,2,2013-04-08,90,856.0,59,487,58,29,73,2,2,5,5,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,14
1402,1954,3,3,66991.0,0,0,2012-09-11,1,496.0,36,460,12,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,21
10629,1973,2,3,52247.25135379061,1,0,2012-09-14,25,25.0,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
6312,1959,2,3,65031.0,0,1,2013-03-17,29,258.0,8,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,1,-1,0,1,30
8132,1975,4,3,60631.0,1,1,2013-04-05,88,565.0,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,1,-1,0,0,24
1050,1952,2,3,28332.0,0,0,2014-04-30,58,14.0,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
5846,1977,2,2,40246.0,1,0,2012-12-19,68,2.0,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
1859,1972,3,3,75251.0,0,0,2012-08-27,34,721.0,8,67,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,1,-1,0,1,19
7503,1976,2,4,75825.0,0,0,2012-10-12,40,1032.0,8,67,12,8,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,1,-1,0,1,22
10401,1976,2,5,26326.0,0,0,2013-09-04,12,1.0,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,1,-1,0,0,4
1618,1965,2,5,56046.0,0,0,2013-01-02,9,577.0,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,1,-1,0,1,21
3332,1985,2,4,29760.0,1,0,2012-08-29,87,64.0,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
2261,1969,2,3,26304.0,1,0,2013-06-23,5,4.0,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
5346,1973,2,3,23559.0,1,0,2013-07-03,87,25.0,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
4119,1963,3,5,38620.0,0,0,2013-05-11,56,112.0,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,11
535,1987,2,2,81361.0,0,0,2014-02-25,18,163.0,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,27
5268,1960,2,3,29440.0,1,1,2013-08-11,95,17.0,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
273,1970,3,3,36138.0,1,1,2013-07-16,48,130.0,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,1,-1,0,0,13
4452,1957,2,4,50388.0,0,1,2014-05-28,3,292.0,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,1,-1,0,0,17
8504,1973,2,3,79593.0,0,0,2014-05-12,70,350.0,60,67,110,8,24,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1,-1,0,1,19
771,1967,2,5,54178.0,0,1,2014-01-21,79,135.0,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
8996,1957,4,3,52247.25135379061,2,1,2012-11-19,4,230.0,42,192,49,37,53,2,7,2,8,9,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
9235,1957,2,4,52247.25135379061,1,1,2014-05-27,45,7.0,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
5798,1973,3,5,52247.25135379061,0,0,2013-11-23,87,445.0,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,15
11178,1972,3,4,42394.0,1,0,2014-03-23,69,15.0,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
2230,1970,4,3,23626.0,1,0,2014-05-24,84,27.0,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,10
7516,1983,2,3,30096.0,1,0,2014-05-22,30,5.0,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,0,0,0,6
7247,1960,2,6,47916.0,0,1,2012-11-22,72,505.0,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,1,-1,0,1,22
11100,1972,2,2,51813.0,1,1,2013-04-11,37,51.0,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
4646,1951,2,3,78497.0,0,0,2013-12-01,44,207.0,26,447,75,0,24,1,5,7,12,2,0,0,0,1,0,0,3,11,0,1,-1,0,1,25
3037,1983,4,3,50150.0,0,0,2013-06-20,32,135.0,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
1473,1960,2,4,47823.0,0,1,2013-07-23,0,53.0,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
1016,1959,4,4,34554.0,0,1,2014-03-30,43,41.0,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
4518,1979,2,5,85693.0,0,1,2013-04-20,59,386.0,8,183,12,8,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,27
9370,1945,4,3,65846.0,0,0,2013-05-17,68,562.0,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
8908,1959,2,3,87195.0,0,0,2014-05-08,35,217.0,76,67,50,26,38,1,3,2,5,1,0,0,0,0,0,0,3,11,1,1,-1,0,1,11
8373,1979,1,5,24594.0,1,0,2013-12-10,94,1.0,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
7533,1964,2,3,49096.0,1,1,2013-09-24,15,144.0,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,13
2683,1969,2,3,52413.0,0,2,2013-02-02,56,295.0,8,271,75,8,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
3629,1978,2,4,38557.0,1,0,2012-12-19,17,76.0,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
10991,1960,3,3,89058.0,0,0,2012-12-07,18,454.0,8,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,14
5077,1979,2,5,77298.0,0,1,2013-11-02,46,425.0,8,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,24
7431,1991,4,4,68126.0,0,0,2012-11-10,40,173.5,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,1,-1,0,1,17
3267,1963,3,5,57288.0,0,1,2014-06-25,27,527.0,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,1,-1,0,1,20
999,1991,2,4,86037.0,0,0,2013-01-02,95,490.0,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,1,-1,0,1,25
9215,1980,4,3,43974.0,1,0,2012-12-12,19,378.0,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,21
2286,1962,2,4,50785.0,1,1,2013-09-10,27,64.0,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
1592,1970,2,3,90765.0,0,0,2014-01-24,25,547.0,8,67,12,8,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,1,-1,0,1,15
367,1978,2,3,36550.0,1,0,2013-02-19,74,47.0,8,94,12,8,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,1,-1,0,0,20
5234,1967,2,5,30753.0,1,1,2013-07-11,85,12.0,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
9862,1969,2,5,21918.0,1,0,2013-11-14,37,1.0,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
9805,1953,3,5,56129.0,0,1,2013-06-20,65,320.0,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
6205,1967,3,4,32557.0,1,0,2014-02-24,13,34.0,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,1,-1,0,0,9
8442,1985,3,3,19510.0,2,0,2013-09-04,63,9.0,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
7386,1976,2,2,30992.0,1,0,2013-04-22,83,17.0,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,5
7215,1983,2,4,101970.0,0,0,2013-03-12,69,722.0,27,102,44,72,24,0,6,8,13,2,0,1,1,1,0,0,3,11,1,1,-1,0,1,27
1491,1965,2,5,71488.0,0,0,2013-02-18,87,162.0,33,124,40,28,24,2,3,4,7,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
11071,1984,2,4,79607.0,0,0,2013-04-21,37,450.0,8,67,12,0,24,1,3,6,6,1,0,0,0,0,0,0,3,11,1,1,-1,0,1,16
3381,1953,3,3,54348.0,1,1,2014-06-08,51,70.0,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
8268,1961,4,3,52247.25135379061,0,1,2013-07-11,23,352.0,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,17
11051,1956,4,5,77376.0,1,1,2014-05-10,72,492.0,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
8026,1952,2,3,62998.0,0,1,2013-09-30,10,120.0,58,73,65,8,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
433,1958,3,1,61331.0,1,1,2013-03-10,42,534.0,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,23
9597,1969,2,3,73448.0,0,0,2014-02-10,10,236.0,8,189,23,41,24,1,7,2,9,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
1295,1963,2,3,52247.25135379061,0,1,2013-08-11,96,231.0,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,3,11,0,1,-1,0,1,19
5290,1964,4,3,41551.0,1,1,2013-08-14,51,220.0,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,16
1685,1967,4,5,62981.0,0,0,2013-03-17,21,796.0,14,67,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,1,-1,0,1,23
5342,1976,1,2,9548.0,1,0,2012-08-08,31,0.0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,6
9579,1959,4,3,33762.0,2,1,2013-07-07,61,53.0,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
7660,1973,4,1,35860.0,1,1,2014-05-19,37,15.0,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,1,-1,0,0,6
1461,1965,4,2,36921.0,1,1,2013-07-28,74,17.0,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,7
821,1992,3,4,92859.0,0,0,2012-10-19,46,962.0,61,67,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,22
11084,1976,3,5,65104.0,0,1,2013-11-14,4,738.0,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,1,1,-1,0,1,17
8690,1962,2,3,86111.0,0,0,2013-04-19,73,399.0,28,67,36,40,126,1,5,7,10,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,23
2937,1974,4,4,68352.0,0,1,2013-08-28,47,614.0,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,25
9701,1988,2,5,41883.0,1,0,2013-03-19,13,32.0,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,12
9949,1976,2,3,59809.0,0,2,2012-10-18,36,598.0,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,1,-1,0,1,15
10837,1975,2,3,23957.0,1,0,2012-10-28,47,2.0,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,3,11,1,1,-1,0,0,6
3120,1981,2,5,38547.0,1,0,2013-08-28,49,6.0,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,3,11,0,1,-1,0,0,4
5885,1973,2,3,35688.0,2,1,2012-08-22,94,73.0,3,90,12,1,32,2,4,1,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
4050,1966,3,3,49605.0,0,0,2014-06-21,65,42.0,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1,-1,0,0,8
3830,1953,3,3,59354.0,0,2,2014-04-24,59,295.0,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,1,-1,0,1,16
7987,1969,2,3,65747.0,0,1,2014-03-07,96,346.0,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,1,-1,0,1,19
7798,1972,2,5,46344.0,0,1,2012-12-14,28,233.0,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,17
92,1988,2,1,34176.0,1,0,2014-05-12,12,5.0,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
7055,1952,4,5,61010.0,0,1,2012-10-09,57,888.0,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,1,-1,0,1,26
10240,1949,2,5,69372.0,0,0,2013-02-19,10,997.0,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,1,-1,0,1,21
3025,1958,2,4,49967.0,0,1,2013-07-08,4,212.0,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,15
9283,1978,2,4,60199.0,1,2,2013-09-12,49,8.0,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
9970,1977,2,5,55375.0,0,1,2013-10-17,3,42.0,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,1,-1,0,0,9
2730,1955,2,4,80317.0,0,0,2013-08-20,64,536.0,11,387,12,8,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,1,-1,0,1,18
2795,1958,3,4,30523.0,2,1,2013-07-01,0,5.0,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
9260,1945,4,3,70356.0,0,0,2012-11-05,20,173.5,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,1,-1,0,1,27
8182,1984,2,3,23228.0,1,0,2014-01-05,91,53.0,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,1,-1,0,0,11
10095,1975,4,2,74165.0,0,0,2013-05-01,9,1001.0,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,1,-1,0,1,20
8475,1973,4,3,51741.5,0,1,2014-03-01,98,20.0,2,67,1,2,1,2,0,2,0,0,0,0,0,0,0,0,3,11,0,1,-1,0,0,4
